id,age,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job,marital,education
3008,39,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,unemployed,married,university.degree
3009,35,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,high.school
3010,33,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no,technician,single,university.degree
3011,27,no,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,unemployed,single,university.degree
3012,32,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,married,basic.9y
3013,45,unknown,no,no,telephone,jun,thu,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,basic.9y
3014,36,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,blue-collar,married,basic.9y
3015,41,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,services,single,unknown
3016,40,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,unknown
3017,42,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management,married,university.degree
3018,31,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,admin.,single,university.degree
3019,32,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,blue-collar,divorced,basic.9y
3020,32,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,technician,married,professional.course
3021,27,no,no,no,cellular,may,thu,5,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,blue-collar,married,high.school
3022,35,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,blue-collar,married,basic.4y
3023,41,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,university.degree
3024,45,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,admin.,married,university.degree
3025,45,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,admin.,married,university.degree
3026,44,unknown,no,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,admin.,married,high.school
3027,51,no,no,no,cellular,aug,wed,9,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,technician,married,professional.course
3028,50,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,unemployed,married,professional.course
3029,41,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,blue-collar,married,basic.4y
3031,44,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,management,married,basic.9y
3032,30,no,no,no,cellular,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes,blue-collar,married,professional.course
3033,39,no,yes,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,housemaid,married,basic.4y
3034,39,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,management,married,university.degree
3035,50,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,basic.4y
3036,43,no,unknown,unknown,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,blue-collar,married,basic.9y
3037,36,no,no,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,blue-collar,married,unknown
3038,80,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,retired,divorced,high.school
3039,36,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,high.school
3040,29,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,basic.9y
3041,48,no,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,blue-collar,married,basic.6y
3042,51,no,no,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,admin.,married,high.school
3043,30,no,no,no,cellular,sep,fri,3,6,1,success,-1.1,94.199,-37.5,0.883,4963.6,yes,admin.,single,high.school
3044,24,no,unknown,unknown,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes,technician,single,professional.course
3045,47,no,no,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,admin.,divorced,high.school
3046,36,no,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no,blue-collar,married,basic.9y
3047,37,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.,married,high.school
3048,31,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,yes,blue-collar,married,basic.9y
3049,34,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,entrepreneur,married,university.degree
3050,69,no,no,no,cellular,sep,mon,3,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,no,retired,married,basic.4y
3051,42,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,admin.,married,university.degree
3052,34,unknown,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,blue-collar,married,basic.6y
3053,48,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,blue-collar,married,basic.9y
3054,41,no,yes,yes,telephone,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,blue-collar,married,basic.6y
3056,50,no,yes,no,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,admin.,married,high.school
3057,36,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,admin.,married,high.school
3058,38,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,basic.9y
3059,44,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,basic.9y
3060,35,no,no,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,services,single,high.school
3061,30,no,yes,no,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.,divorced,university.degree
3062,32,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,admin.,married,high.school
3063,53,unknown,no,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,management,single,professional.course
3064,36,no,yes,no,cellular,mar,mon,2,999,4,failure,-1.8,93.369,-34.8,0.635,5008.7,no,admin.,single,university.degree
3065,61,no,yes,yes,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,admin.,married,university.degree
3066,51,no,yes,yes,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,self-employed,married,university.degree
3067,69,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,retired,divorced,university.degree
3068,30,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,technician,single,university.degree
3069,33,no,unknown,unknown,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,admin.,married,university.degree
3070,53,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,services,divorced,basic.9y
3072,35,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,technician,married,professional.course
3073,40,unknown,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services,married,high.school
3074,42,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,services,married,basic.9y
3075,41,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,self-employed,divorced,university.degree
3076,31,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,married,basic.6y
3077,40,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,management,married,university.degree
3078,53,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,management,married,university.degree
3079,53,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,entrepreneur,divorced,university.degree
3080,48,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,entrepreneur,married,university.degree
3081,32,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,blue-collar,single,basic.9y
3082,27,unknown,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,blue-collar,married,basic.9y
3083,51,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,housemaid,married,basic.4y
3084,39,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,unemployed,married,university.degree
3085,28,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,yes,student,single,basic.9y
3086,31,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar,married,basic.4y
3087,58,no,no,no,cellular,sep,thu,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes,admin.,married,university.degree
3088,54,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,housemaid,divorced,basic.4y
3089,45,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.,divorced,university.degree
3090,36,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,blue-collar,married,basic.9y
3091,55,no,no,no,telephone,may,mon,14,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,admin.,married,university.degree
3092,51,no,yes,no,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,blue-collar,married,basic.9y
3093,27,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,single,high.school
3094,41,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,blue-collar,divorced,basic.6y
3095,40,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,self-employed,married,university.degree
3096,28,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,technician,single,professional.course
3097,57,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,blue-collar,married,basic.4y
3098,37,no,no,no,telephone,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,admin.,married,university.degree
3099,58,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,housemaid,married,basic.4y
3100,34,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician,married,professional.course
3101,28,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,technician,single,university.degree
3102,57,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,self-employed,married,university.degree
3103,37,unknown,yes,yes,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,services,divorced,high.school
3104,37,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,technician,married,professional.course
3105,35,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.,married,high.school
3106,42,unknown,no,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,services,married,high.school
3107,30,no,no,no,cellular,mar,fri,5,10,2,failure,-1.8,92.843,-50.0,1.64,5099.1,yes,student,single,high.school
3108,25,no,yes,no,cellular,nov,fri,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,yes,technician,single,professional.course
3109,36,no,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.,married,university.degree
3110,49,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar,married,basic.9y
3111,52,no,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,admin.,married,high.school
3112,31,no,unknown,unknown,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,self-employed,divorced,university.degree
3113,26,no,yes,no,cellular,aug,thu,1,3,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes,unemployed,single,university.degree
3114,56,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.,married,high.school
3115,37,no,yes,no,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,entrepreneur,married,university.degree
3116,32,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.,single,university.degree
3117,36,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,blue-collar,married,basic.9y
3118,36,no,yes,no,cellular,aug,fri,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,admin.,married,high.school
3119,26,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,blue-collar,married,basic.9y
3120,48,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,blue-collar,married,basic.9y
3121,57,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,blue-collar,married,basic.4y
3122,45,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,no,blue-collar,married,basic.9y
3123,46,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,technician,married,university.degree
3124,38,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar,married,basic.6y
3125,24,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,self-employed,single,university.degree
3128,44,no,yes,no,cellular,aug,wed,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes,services,divorced,basic.6y
3129,32,unknown,no,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,blue-collar,married,basic.9y
3130,38,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,high.school
3131,45,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,high.school
3132,44,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar,single,basic.4y
3133,44,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,blue-collar,married,basic.6y
3134,31,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.,single,university.degree
3135,32,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,blue-collar,married,basic.6y
3136,45,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.,married,university.degree
3137,40,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,technician,married,high.school
3138,45,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,blue-collar,married,professional.course
3140,43,no,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,yes,admin.,single,high.school
3141,25,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,student,single,high.school
3142,47,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.,married,university.degree
3144,32,no,yes,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,technician,married,university.degree
3145,41,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician,married,basic.9y
3146,58,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,retired,married,basic.4y
3147,42,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,services,married,professional.course
3148,50,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,unknown,married,basic.4y
3149,42,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,management,married,university.degree
3150,53,unknown,yes,no,telephone,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,blue-collar,married,basic.4y
3151,54,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes,housemaid,divorced,university.degree
3152,31,no,no,yes,cellular,aug,mon,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes,admin.,married,high.school
3153,50,unknown,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,housemaid,married,basic.9y
3154,48,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,self-employed,divorced,high.school
3156,43,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,technician,married,professional.course
3157,36,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,blue-collar,married,basic.9y
3158,37,no,no,yes,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,services,married,high.school
3159,55,no,yes,no,telephone,mar,thu,7,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,no,admin.,married,university.degree
3160,47,no,no,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management,married,basic.9y
3161,54,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,technician,married,professional.course
3162,26,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no,management,single,university.degree
3163,27,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,admin.,single,professional.course
3164,32,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.,single,university.degree
3165,43,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,housemaid,married,basic.4y
3166,26,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,yes,management,single,university.degree
3167,32,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,services,married,high.school
3168,32,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,basic.6y
3169,28,unknown,no,yes,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar,married,basic.9y
3170,33,no,unknown,unknown,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,self-employed,single,university.degree
3171,33,no,yes,no,cellular,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,yes,technician,single,professional.course
3172,42,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no,technician,married,professional.course
3173,53,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,services,married,basic.9y
3174,70,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,retired,married,basic.4y
3175,47,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,management,married,university.degree
3176,43,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,blue-collar,married,high.school
3177,51,unknown,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,blue-collar,married,basic.4y
3178,34,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,housemaid,married,university.degree
3179,57,no,yes,no,telephone,may,thu,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,retired,unknown,basic.4y
3180,30,no,unknown,unknown,cellular,jun,thu,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,admin.,single,professional.course
3181,41,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,technician,single,university.degree
3182,36,unknown,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar,married,unknown
3183,37,unknown,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.,married,university.degree
3184,28,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,student,single,university.degree
3185,31,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,management,single,university.degree
3186,58,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,retired,married,basic.4y
3187,54,unknown,yes,no,telephone,jun,mon,12,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,admin.,married,high.school
3188,48,no,no,no,telephone,may,wed,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes,unemployed,married,professional.course
3189,50,unknown,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar,single,basic.9y
3190,38,no,yes,no,telephone,may,tue,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,technician,single,university.degree
3191,25,no,no,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes,student,single,unknown
3192,37,no,no,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,admin.,married,high.school
3193,31,no,no,yes,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician,single,university.degree
3194,28,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,admin.,single,university.degree
3195,46,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,technician,married,professional.course
3196,31,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,basic.6y
3197,31,no,yes,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,management,married,high.school
3198,30,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,admin.,single,university.degree
3199,35,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,admin.,single,university.degree
3200,30,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,technician,married,university.degree
3201,36,no,unknown,unknown,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar,married,basic.9y
3202,34,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.,married,university.degree
3203,32,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,technician,married,professional.course
3204,43,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,management,married,university.degree
3205,57,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar,married,basic.4y
3206,41,no,unknown,unknown,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,unemployed,divorced,professional.course
3207,34,unknown,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar,married,basic.4y
3208,32,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes,technician,married,professional.course
3209,33,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,admin.,single,professional.course
3210,46,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,management,single,university.degree
3211,80,no,no,no,cellular,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes,retired,married,basic.4y
3212,45,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar,married,basic.4y
3213,41,no,yes,yes,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,blue-collar,married,basic.6y
3214,49,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.,married,high.school
3215,50,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,management,married,high.school
